# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 21 11:56:20 2022
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE')
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,0.8660,0.0150,-0.6210,3.35390,0.04890,-0.04890,5.1170e+02,6.300e+00,-6.300e+00,2.64,4.000e-01,-2.700e-01,785.0,,,89.61,38.12,-22.92,88.40,1,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,0.8980,0.0130,-0.6990,3.00140,0.03840,-0.03840,1.9240e+02,4.400e+00,-4.400e+00,1.79,2.600e-01,-2.300e-01,997.0,,,233.31,94.86,-70.60,47.10,2,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,287.887330,46.276241,12.791
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.384899880,5.2190000e-05,-5.2190000e-05,172.7278200,2.480000e-03,-2.480000e-03,0.0010,0.4370,-0.0010,3.02490,0.07980,-0.07980,1.1271e+03,4.200e+01,-4.200e+01,2.00,9.000e-02,-1.000e-01,433.0,,,8.35,1.49,-1.35,28.90,2,q1_q17_dr25_tce,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,286.738040,49.975750,15.095
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.877416300,1.4930000e-05,-1.4930000e-05,176.3759000,1.470000e-03,-1.470000e-03,0.0410,0.4090,-0.0410,2.08050,0.05170,-0.05170,1.3061e+03,3.770e+01,-3.770e+01,2.16,9.000e-02,-1.100e-01,553.0,,,22.18,3.97,-3.59,38.70,1,q1_q17_dr25_tce,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,286.738040,49.975750,15.095
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,36.445400100,1.8090000e-04,-1.8090000e-04,151.6012500,3.920000e-03,-3.920000e-03,0.0280,0.4370,-0.0280,4.00700,0.12600,-0.12600,1.1223e+03,5.340e+01,-5.340e+01,1.99,9.000e-02,-9.000e-02,332.0,,,2.88,0.51,-0.47,21.70,3,q1_q17_dr25_tce,4126.00,82.00,-82.00,4.661,0.022,-0.022,0.6150,0.0270,-0.0290,286.738040,49.975750,15.095
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.728732147,9.3600000e-07,-9.3600000e-07,171.7932550,1.950000e-04,-1.950000e-04,0.5580,0.1300,-0.1490,2.68300,0.03500,-0.03500,5.2265e+03,1.850e+01,-1.850e+01,6.02,1.220e+00,-5.200e-01,1023.0,,,258.34,162.58,-65.21,345.20,1,q1_q17_dr25_tce,5497.00,166.00,-149.00,4.577,0.034,-0.136,0.8090,0.1640,-0.0700,290.785740,50.054119,15.523
11818800,K00777.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,40.419503700,1.1390000e-04,-1.1390000e-04,173.5646900,2.220000e-03,-2.220000e-03,0.9110,5.5670,-0.1180,3.36200,0.14000,-0.14000,6.2560e+03,2.300e+02,-2.300e+02,7.51,1.120e+00,-9.100e-01,467.0,,,11.29,5.67,-3.57,36.90,1,q1_q17_dr25_tce,5446.00,179.00,-163.00,4.507,0.116,-0.105,0.7810,0.1160,-0.0950,294.316860,50.080231,15.487
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.243380573,2.6700000e-06,-2.6700000e-06,170.6792330,9.000000e-04,-9.000000e-04,0.9150,0.0090,-0.6300,1.11960,0.03840,-0.03840,8.2170e+02,2.560e+01,-2.560e+01,1.99,1.000e-01,-1.200e-01,822.0,,,107.60,21.47,-20.32,38.90,1,q1_q17_dr25_tce,4149.00,82.00,-91.00,4.698,0.024,-0.027,0.5640,0.0300,-0.0330,285.176210,50.149818,15.135
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.337437946,1.9510000e-06,-1.9510000e-06,171.7619820,6.590000e-04,-6.590000e-04,0.2800,0.1890,-0.2800,1.99820,0.02710,-0.02710,9.7120e+02,1.370e+01,-1.370e+01,2.34,1.700e-01,-9.000e-02,1070.0,,,311.16,69.46,-40.17,82.40,1,q1_q17_dr25_tce,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,293.833310,50.230350,15.334
11918099,K00780.02,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,7.240661200,1.6170000e-05,-1.6170000e-05,137.7554500,2.000000e-03,-2.000000e-03,1.1980,49.8500,-0.2580,0.55800,0.17100,-0.17100,5.5640e+02,4.410e+01,-4.410e+01,19.45,1.400e+00,-7.100e-01,734.0,,,68.63,15.32,-8.86,13.70,2,q1_q17_dr25_tce,5005.00,79.00,-79.00,4.595,0.012,-0.064,0.7650,0.0550,-0.0280,293.833310,50.230350,15.334
9579641,K00115.03,,CANDIDATE,CANDIDATE,0.8710,0,0,0,0,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,0.6240,0.0370,-0.4760,3.13300,0.40700,-0.40700,2.3200e+01,3.400e+00,-3.400e+00,0.55,8.000e-02,-7.000e-02,1272.0,,,617.61,251.11,-186.88,8.70,3,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,287.887330,46.276241,12.791
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.598222330,1.4070000e-05,-1.4070000e-05,180.3953760,9.230000e-04,-9.230000e-04,0.6790,0.1870,-0.4700,2.52370,0.05200,-0.05200,2.8045e+03,4.630e+01,-4.630e+01,2.65,2.100e-01,-2.900e-01,396.0,,,5.82,1.49,-1.63,71.00,1,q1_q17_dr25_tce,3688.00,73.00,-91.00,4.790,0.050,-0.045,0.4730,0.0370,-0.0510,296.221950,50.287220,15.937
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.575315881,3.7260000e-06,-3.7260000e-06,173.6340440,4.550000e-04,-4.550000e-04,0.3900,0.0650,-0.3060,4.30840,0.03060,-0.03060,2.7933e+03,1.490e+01,-1.490e+01,5.31,1.500e+00,-8.100e-01,1015.0,,,251.38,209.10,-91.63,221.10,1,q1_q17_dr25_tce,5992.00,162.00,-180.00,4.415,0.105,-0.195,0.9890,0.2800,-0.1510,290.098050,50.321609,15.312
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.275040844,4.6770000e-06,-4.6770000e-06,169.9942170,5.070000e-04,-5.070000e-04,0.5470,0.0520,-0.2290,7.53770,0.06810,-0.06810,3.0010e+03,1.150e+01,-1.150e+01,4.86,1.050e+00,-3.700e-01,833.0,,,113.64,75.31,-28.97,312.10,1,q1_q17_dr25_tce,5485.00,164.00,-180.00,4.556,0.028,-0.161,0.8670,0.1870,-0.0670,295.455290,50.494560,15.080
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,19.271538920,4.1450000e-05,-4.1450000e-05,186.7709300,1.820000e-03,-1.820000e-03,0.0310,0.3600,-0.0310,2.75940,0.05510,-0.05510,1.2198e+03,3.530e+01,-3.530e+01,1.93,1.000e-01,-1.200e-01,393.0,,,5.66,1.13,-1.06,37.10,1,q1_q17_dr25_tce,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,293.973360,50.531910,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.065243170,1.4900000e-05,-1.4900000e-05,136.2890600,1.190000e-03,-1.190000e-03,0.6280,0.0030,-0.4780,1.36900,0.03930,-0.03930,1.0533e+03,3.920e+01,-3.920e+01,1.91,1.000e-01,-1.200e-01,488.0,,,13.43,2.69,-2.50,30.30,2,q1_q17_dr25_tce,4077.00,81.00,-81.00,4.702,0.027,-0.027,0.5600,0.0300,-0.0340,293.973360,50.531910,15.385
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.393565100,3.9320000e-05,-3.9320000e-05,178.7472500,2.450000e-03,-2.450000e-03,0.8830,0.0330,-0.6400,3.88960,0.08340,-0.08340,9.1660e+02,2.910e+01,-2.910e+01,2.66,5.400e-01,-2.300e-01,677.0,,,49.68,31.16,-12.97,35.80,1,q1_q17_dr25_tce,5557.00,166.00,-166.00,4.603,0.034,-0.128,0.7500,0.1520,-0.0650,296.021330,50.567780,15.505
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,43.844397210,9.6130000e-05,-9.6130000e-05,151.9353800,1.920000e-03,-1.920000e-03,0.8520,0.0390,-0.5850,6.80200,0.11900,-0.11900,6.1520e+02,7.700e+00,-7.700e+00,2.87,4.300e-01,-3.000e-01,531.0,,,18.77,7.98,-4.80,83.70,2,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.711504086,3.8000000e-06,-3.8000000e-06,170.0341700,1.110000e-03,-1.110000e-03,0.0230,0.4050,-0.0230,3.00990,0.04230,-0.04230,8.3750e+02,1.450e+01,-1.450e+01,3.12,1.020e+00,-3.400e-01,1420.0,,,960.79,931.74,-309.76,64.50,1,q1_q17_dr25_tce,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,291.653530,38.494659,15.541
3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.212037480,1.5530000e-05,-1.5530000e-05,172.8178200,1.630000e-03,-1.630000e-03,0.0120,0.3940,-0.0120,4.04910,0.05800,-0.05800,9.5040e+02,1.950e+01,-1.950e+01,3.32,1.090e+00,-3.600e-01,1025.0,,,260.58,252.70,-84.01,51.50,2,q1_q17_dr25_tce,6214.00,174.00,-239.00,4.442,0.054,-0.216,1.0760,0.3530,-0.1180,291.653530,38.494659,15.541
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.472379110,1.5600000e-05,-1.5600000e-05,174.1621200,1.490000e-03,-1.490000e-03,0.0220,0.3780,-0.0220,2.72450,0.04840,-0.04840,1.1235e+03,2.670e+01,-2.670e+01,2.59,3.700e-01,-2.200e-01,751.0,,,75.44,35.44,-19.30,47.60,1,q1_q17_dr25_tce,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,296.366520,51.319519,15.339
12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,60.418936900,5.0430000e-04,-5.0430000e-04,181.1636700,6.250000e-03,-6.250000e-03,0.0940,0.3590,-0.0940,5.03900,0.18400,-0.18400,9.3130e+02,4.960e+01,-4.960e+01,2.36,3.400e-01,-2.000e-01,390.0,,,5.49,2.58,-1.40,20.10,2,q1_q17_dr25_tce,5354.00,159.00,-159.00,4.587,0.032,-0.104,0.7880,0.1130,-0.0660,296.366520,51.319519,15.339
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.611904345,6.6500000e-06,-6.6500000e-06,180.8922840,4.130000e-04,-4.130000e-04,0.5500,0.0650,-0.1280,5.14970,0.05920,-0.05920,6.1056e+03,2.760e+01,-2.760e+01,7.40,2.200e+00,-7.300e-01,753.0,,,76.15,66.33,-21.39,277.20,1,q1_q17_dr25_tce,5795.00,156.00,-173.00,4.508,0.039,-0.208,0.9190,0.2730,-0.0910,289.112210,51.737381,15.140
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.539183147,5.0730000e-06,-5.0730000e-06,169.6749400,1.600000e-03,-1.600000e-03,0.2380,0.1980,-0.2380,2.42820,0.05590,-0.05590,3.8210e+02,1.140e+01,-1.140e+01,2.06,2.900e-01,-2.800e-01,1332.0,,,743.09,290.34,-212.44,38.90,1,q1_q17_dr25_tce,5519.00,82.00,-74.00,4.350,0.126,-0.103,1.0620,0.1540,-0.1400,291.439970,37.905659,15.026
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.770300385,9.5370000e-06,-9.5370000e-06,170.5766200,1.080000e-03,-1.080000e-03,0.8380,0.0830,-0.5890,2.08440,0.04540,-0.04540,1.3040e+03,2.970e+01,-2.970e+01,2.77,4.600e-01,-1.500e-01,812.0,,,102.87,53.88,-21.24,50.80,1,q1_q17_dr25_tce,5653.00,166.00,-166.00,4.656,0.028,-0.112,0.6790,0.1120,-0.0370,290.870510,38.273628,15.591
3115833,K00797.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,10.181584004,6.1880000e-06,-6.1880000e-06,177.1418910,4.830000e-04,-4.830000e-04,0.9200,0.0070,-0.0050,3.50890,0.03310,-0.03310,5.7411e+03,5.320e+01,-5.320e+01,7.73,2.170e+00,-7.200e-01,812.0,,,102.91,86.75,-28.91,183.60,1,q1_q17_dr25_tce,5988.00,179.00,-197.00,4.541,0.048,-0.192,0.8360,0.2340,-0.0780,291.281950,38.241669,15.657
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.060363360,5.8390000e-05,-5.8390000e-05,147.4655400,2.410000e-03,-2.410000e-03,0.5560,0.3230,-0.3680,3.32030,0.07540,-0.07540,1.4947e+03,4.510e+01,-4.510e+01,1.96,1.300e-01,-1.600e-01,361.0,,,4.00,0.89,-0.90,35.20,2,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,46.184203900,2.6540000e-04,-2.6540000e-04,165.2372900,4.300000e-03,-4.300000e-03,0.0130,0.4150,-0.0130,4.75800,0.13000,-0.13000,1.3947e+03,5.640e+01,-5.640e+01,1.83,1.200e-01,-1.500e-01,273.0,,,1.32,0.29,-0.30,26.00,3,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.9520,0,0,0,0,23.980085400,2.0030000e-04,-2.0030000e-04,147.5370000,6.470000e-03,-6.470000e-03,0.9500,0.0040,-0.6600,5.35100,0.17700,-0.17700,1.0400e+02,6.500e+00,-6.500e+00,1.31,2.000e-01,-1.300e-01,649.0,,,41.94,17.84,-10.73,17.10,4,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,7.825021680,3.8900000e-05,-3.8900000e-05,136.5499500,4.360000e-03,-4.360000e-03,0.7080,0.2340,-0.4870,2.18600,0.12000,-0.12000,5.2080e+02,3.640e+01,-3.640e+01,1.20,8.000e-02,-1.000e-01,494.0,,,14.05,3.10,-3.19,15.90,4,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.895936525,7.7100000e-07,-7.7100000e-07,170.5275520,1.570000e-04,-1.570000e-04,0.5240,0.0690,-0.2370,2.31110,0.03020,-0.03020,8.5448e+03,2.950e+01,-2.950e+01,7.34,1.530e+00,-6.500e-01,1005.0,,,241.62,155.31,-64.19,370.80,1,q1_q17_dr25_tce,5557.00,167.00,-167.00,4.592,0.034,-0.136,0.7740,0.1610,-0.0690,294.655240,39.308361,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,22.366464660,9.7610000e-05,-9.7610000e-05,175.4586200,3.540000e-03,-3.540000e-03,0.4000,0.0660,-0.4000,5.22800,0.12200,-0.12200,9.8680e+02,3.510e+01,-3.510e+01,2.32,3.800e-01,-1.600e-01,536.0,,,19.45,10.29,-4.56,32.10,1,q1_q17_dr25_tce,5395.00,160.00,-160.00,4.615,0.032,-0.104,0.7340,0.1220,-0.0520,294.710630,39.521740,15.583
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.625522174,1.5800000e-07,-1.5800000e-07,170.8266564,7.610000e-05,-7.610000e-05,0.0760,0.0220,-0.0760,2.38963,0.00338,-0.00338,7.9690e+03,1.180e+01,-1.180e+01,9.73,1.410e+00,-1.420e+00,1579.0,,,1467.41,576.36,-452.24,799.70,1,q1_q17_dr25_tce,5539.00,83.00,-74.00,4.322,0.137,-0.100,1.1060,0.1610,-0.1610,293.871920,38.422939,15.001
3453214,K00802.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,19.620346923,3.7300000e-06,-3.7300000e-06,181.8818190,1.480000e-04,-1.480000e-04,0.4580,0.0800,-0.1650,2.00380,0.02920,-0.02920,2.1725e+04,8.500e+01,-8.500e+01,13.60,1.820e+00,-9.200e-01,643.0,,,40.39,14.34,-7.31,340.50,1,q1_q17_dr25_tce,5710.00,76.00,-85.00,4.492,0.048,-0.112,0.9050,0.1210,-0.0610,293.816190,38.563568,15.562
3641726,K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.029306890,1.6480000e-05,-1.6480000e-05,177.2042200,1.420000e-03,-1.420000e-03,0.0240,0.4010,-0.0240,3.14490,0.05280,-0.05280,1.0198e+03,2.190e+01,-2.190e+01,2.57,4.400e-01,-2.600e-01,757.0,,,77.75,43.01,-22.28,53.90,1,q1_q17_dr25_tce,5349.00,167.00,-167.00,4.526,0.063,-0.108,0.8200,0.1410,-0.0820,290.333620,38.728230,15.387
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,143.206304700,2.3480000e-04,-2.3480000e-04,154.2355200,1.300000e-03,-1.300000e-03,0.3790,0.0730,-0.2730,8.93020,0.09610,-0.09610,1.0566e+04,8.240e+01,-8.240e+01,8.90,8.200e-01,-3.800e-01,308.0,,,2.14,0.59,-0.35,138.80,2,q1_q17_dr25_tce,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,285.283630,38.947281,15.403
8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.9500,0,0,0,0,6.164876000,4.6350000e-05,-4.6350000e-05,135.6391600,6.610000e-03,-6.610000e-03,0.6460,0.3230,-0.4300,3.26200,0.18600,-0.18600,5.5800e+01,4.300e+00,-4.300e+00,0.79,1.300e-01,-8.000e-02,1021.0,,,256.35,109.03,-65.57,14.40,3,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.7450,0,0,0,0,60.324942160,3.2070000e-05,-3.2070000e-05,243.8925780,4.230000e-04,-4.230000e-04,0.2240,0.0670,-0.1460,6.61880,0.03270,-0.03270,2.0280e+04,6.400e+01,-6.400e+01,12.19,1.110e+00,-5.200e-01,411.0,,,6.77,1.89,-1.09,347.20,1,q1_q17_dr25_tce,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.8670,0.0790,-0.0370,285.283630,38.947281,15.403
3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,0,0,0,0,29.159861500,2.5340000e-04,-2.5340000e-04,150.6992200,7.180000e-03,-7.180000e-03,0.3619,0.0945,-0.3618,4.80300,0.20000,-0.20000,4.8800e+02,4.350e+01,-4.350e+01,1.91,2.000e-01,-7.000e-02,524.0,,,17.85,5.61,-2.68,11.60,,,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.8670,0.0920,-0.0340,285.283630,38.947281,15.403
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.594745374,1.1300000e-07,-1.1300000e-07,170.6483505,5.790000e-05,-5.790000e-05,0.5140,0.0220,-0.0370,1.96040,0.01060,-0.01060,1.5044e+04,2.030e+01,-2.030e+01,11.30,3.090e+00,-1.330e+00,1539.0,,,1329.42,1067.75,-412.98,1009.30,1,q1_q17_dr25_tce,5934.00,160.00,-178.00,4.491,0.065,-0.195,0.8930,0.2440,-0.1050,285.213810,39.027481,15.530
3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.783002698,5.4320000e-06,-5.4320000e-06,170.5084340,9.430000e-04,-9.430000e-04,0.0030,0.4250,-0.0030,2.33500,0.03320,-0.03320,1.0087e+03,1.660e+01,-1.660e+01,2.50,3.400e-01,-1.900e-01,886.0,,,145.48,66.39,-35.12,70.60,1,q1_q17_dr25_tce,5170.00,155.00,-155.00,4.574,0.026,-0.097,0.8070,0.1110,-0.0600,287.093990,39.060719,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.505889210,3.2060000e-05,-3.2060000e-05,181.4342800,1.220000e-03,-1.220000e-03,0.2600,0.1510,-0.2600,4.05950,0.04810,-0.04810,2.1055e+03,3.100e+01,-3.100e+01,3.41,2.800e-01,-3.100e-01,518.0,,,17.06,5.47,-4.61,78.50,1,q1_q17_dr25_tce,4905.00,148.00,-148.00,4.544,0.072,-0.044,0.7610,0.0630,-0.0700,289.315430,39.153278,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.340218842,3.1770000e-06,-3.1770000e-06,171.9790620,7.500000e-04,-7.500000e-04,0.4660,0.0020,-0.4370,1.91040,0.03180,-0.03180,1.6326e+03,2.660e+01,-2.660e+01,2.03,1.300e-01,-1.700e-01,656.0,,,43.73,9.67,-9.92,71.60,1,q1_q17_dr25_tce,3950.00,70.00,-86.00,4.754,0.042,-0.031,0.4930,0.0330,-0.0400,286.079130,39.278320,15.954
5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,18.649327280,5.2020000e-05,-5.2020000e-05,174.7710000,2.240000e-03,-2.240000e-03,0.0800,0.3290,-0.0800,4.40560,0.06870,-0.06870,8.9360e+02,2.090e+01,-2.090e+01,3.12,4.700e-01,-2.800e-01,701.0,,,57.13,22.99,-12.26,46.10,1,q1_q17_dr25_tce,5775.00,78.00,-78.00,4.405,0.066,-0.123,1.0530,0.1610,-0.0940,290.461760,40.562462,15.386
10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.901449760,1.0700000e-05,-1.0700000e-05,138.6054800,1.750000e-03,-1.750000e-03,0.5290,0.0210,-0.4600,4.16540,0.05850,-0.05850,1.4070e+02,2.900e+00,-2.900e+00,1.70,8.000e-02,-5.000e-02,1262.0,,,598.74,84.12,-66.83,50.60,3,q1_q17_dr25_tce,5847.00,64.00,-75.00,4.191,0.020,-0.018,1.4020,0.0630,-0.0460,297.028260,48.208611,12.487
